Player,Date,Date_Error,Tm,Opp,PA,AB,R,H,2B,3B,Home Runs,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS, ,OBP,SLG,OPS
Shohei Ohtani,07/06/2021,Jul 6,LAA,BOS,4,4,1,1,1,0,31,0,1,0,0,2,0,0,0,0,0,0,0,0.276,0.362,0.692,1.054
Shohei Ohtani,07/07/2021,Jul 7,LAA,BOS,4,4,2,2,0,0,32,1,1,0,0,2,0,0,0,0,0,0,0,0.279,0.364,0.7,1.064
Shohei Ohtani,07/09/2021,Jul 9,LAA,SEA,4,4,1,1,0,0,33,1,1,0,0,1,0,0,0,0,0,0,0,0.279,0.362,0.704,1.066
Shohei Ohtani,07/10/2021,Jul 10,LAA,SEA,4,3,0,0,0,0,33,0,0,1,0,2,0,0,0,0,0,0,1,0.276,0.361,0.697,1.058
Shohei Ohtani,07/11/2021,Jul 11,LAA,SEA,5,4,1,2,1,0,33,0,0,1,0,1,0,0,0,0,0,0,0,0.279,0.364,0.698,1.062
Shohei Ohtani,07/16/2021,Jul 16,LAA,SEA,5,5,0,1,0,0,33,0,2,0,0,2,0,0,0,0,0,0,0,0.278,0.362,0.69,1.052
Shohei Ohtani,07/17/2021,Jul 17,LAA,SEA,5,5,0,0,0,0,33,0,0,0,0,4,0,0,0,0,0,0,0,0.273,0.357,0.678,1.035
Shohei Ohtani,07/18/2021,Jul 18,LAA,SEA,5,3,1,2,0,0,34,1,2,2,0,1,0,0,0,0,0,0,0,0.277,0.363,0.688,1.051
Shohei Ohtani,07/19/2021,Jul 19,LAA,OAK,4,4,0,1,1,0,34,0,0,0,0,1,0,0,0,0,0,0,0,0.277,0.362,0.686,1.047
Shohei Ohtani,07/20/2021,Jul 20,LAA,OAK,4,3,0,0,0,0,34,0,0,1,0,3,0,0,0,0,0,0,0,0.274,0.361,0.679,1.04
Shohei Ohtani,07/22/2021,Jul 22,LAA,MIN,4,4,0,0,0,0,34,0,0,0,0,3,0,0,0,0,0,0,0,0.271,0.357,0.671,1.028
Shohei Ohtani,07/24/2021,Jul 24,LAA,MIN,4,4,1,2,2,0,34,0,0,0,0,1,0,0,0,0,0,0,0,0.274,0.358,0.675,1.033
Shohei Ohtani,07/25/2021,Jul 25,LAA,MIN,4,3,1,2,0,0,35,1,1,1,1,1,0,0,0,0,0,1,1,0.277,0.362,0.684,1.046
Shohei Ohtani,07/26/2021,Jul 26,LAA,COL,4,4,1,1,0,0,35,0,1,0,0,2,0,0,0,0,0,1,0,0.277,0.361,0.679,1.04
Shohei Ohtani,07/27/2021,Jul 27,LAA,COL,5,4,1,1,0,0,36,1,2,1,0,2,0,0,0,0,0,0,0,0.276,0.362,0.682,1.044
Shohei Ohtani,07/28/2021,Jul 28,LAA,COL,5,3,2,2,0,0,37,1,3,2,0,1,0,0,0,0,0,0,0,0.28,0.367,0.691,1.058
Shohei Ohtani,07/29/2021,Jul 29,LAA,OAK,4,1,0,0,0,0,37,0,0,3,0,1,0,0,0,0,0,1,0,0.279,0.371,0.689,1.06
Shohei Ohtani,07/30/2021,Jul 30,LAA,OAK,4,4,0,1,0,0,37,0,0,0,0,1,0,0,0,0,0,0,1,0.279,0.37,0.684,1.054
Shohei Ohtani,07/31/2021,Jul 31,LAA,OAK,4,4,0,1,1,0,37,0,1,0,0,3,0,0,0,0,0,0,0,0.278,0.369,0.682,1.051
Shohei Ohtani,08/01/2021,Aug 1,LAA,OAK,4,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,2,0,0,0.275,0.365,0.674,1.039
Shohei Ohtani,08/02/2021,Aug 2,LAA,TEX,4,4,0,0,0,0,37,0,0,0,0,2,0,0,0,0,0,0,0,0.272,0.362,0.667,1.028
Shohei Ohtani,08/03/2021,Aug 3,LAA,TEX,5,5,2,2,1,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0.274,0.362,0.666,1.028
Shohei Ohtani,08/04/2021,Aug 4,LAA,TEX,3,3,0,0,0,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0.272,0.36,0.66,1.02
Shohei Ohtani,08/05/2021,Aug 5,LAA,TEX,5,3,0,0,0,0,37,0,0,2,0,2,0,0,0,0,0,0,0,0.27,0.36,0.655,1.015
Shohei Ohtani,08/06/2021,Aug 6,LAA,LAD,1,0,0,0,0,0,37,0,0,1,1,0,0,0,0,0,0,0,1,0.27,0.362,0.655,1.016
Shohei Ohtani,08/07/2021,Aug 7,LAA,LAD,1,1,0,0,0,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0.269,0.361,0.653,1.014
Shohei Ohtani,08/08/2021,Aug 8,LAA,LAD,1,0,0,0,0,0,37,0,0,1,0,0,0,0,0,0,0,0,0,0.269,0.362,0.653,1.015
Shohei Ohtani,#VALUE!,Aug 10 (1),LAA,TOR,4,3,1,0,0,0,37,0,0,1,1,1,0,0,0,0,0,1,0,0.267,0.361,0.648,1.009
Shohei Ohtani,#VALUE!,Aug 10 (2),LAA,TOR,4,4,0,1,0,1,37,0,0,0,0,2,0,0,0,0,0,0,0,0.266,0.36,0.649,1.009
Shohei Ohtani,08/11/2021,Aug 11,LAA,TOR,4,3,1,1,0,0,38,1,2,1,0,1,0,0,0,0,0,0,0,0.267,0.361,0.654,1.016
Shohei Ohtani,08/12/2021,Aug 12,LAA,TOR,4,3,1,1,1,0,38,0,0,1,0,1,0,0,0,0,0,0,0,0.268,0.363,0.655,1.017
Shohei Ohtani,08/13/2021,Aug 13,LAA,HOU,4,4,0,1,0,0,38,0,1,0,0,1,0,0,0,0,0,0,0,0.267,0.362,0.65,1.012
Shohei Ohtani,08/14/2021,Aug 14,LAA,HOU,5,5,1,2,0,0,39,1,1,0,0,1,0,0,0,0,0,1,0,0.269,0.362,0.655,1.017
Shohei Ohtani,08/15/2021,Aug 15,LAA,HOU,4,4,0,2,0,0,39,0,0,0,0,2,0,0,0,0,0,0,0,0.271,0.363,0.653,1.017
Shohei Ohtani,08/16/2021,Aug 16,LAA,NYY,4,4,0,0,0,0,39,0,0,0,0,2,0,0,0,0,0,0,0,0.269,0.36,0.647,1.007
Shohei Ohtani,08/17/2021,Aug 17,LAA,DET,6,3,1,1,0,0,39,0,0,3,1,1,0,0,0,0,0,1,1,0.269,0.364,0.644,1.008
Shohei Ohtani,08/18/2021,Aug 18,LAA,DET,4,4,1,1,0,0,40,1,1,0,0,1,0,0,0,0,0,0,0,0.269,0.363,0.648,1.011
Shohei Ohtani,08/19/2021,Aug 19,LAA,DET,6,3,2,2,0,0,40,0,1,2,0,0,0,0,1,0,0,0,0,0.272,0.367,0.648,1.015
Shohei Ohtani,08/20/2021,Aug 20,LAA,CLE,4,4,0,1,0,0,40,0,0,0,0,1,0,0,0,1,0,0,0,0.272,0.366,0.644,1.01
Shohei Ohtani,08/21/2021,Aug 21,LAA,CLE,4,4,0,0,0,0,40,0,0,0,0,3,0,0,0,0,0,0,0,0.269,0.363,0.638,1.001
Shohei Ohtani,08/22/2021,Aug 22,LAA,CLE,4,2,0,1,0,0,40,0,0,2,0,1,0,0,0,0,0,1,0,0.27,0.366,0.637,1.003
Shohei Ohtani,08/24/2021,Aug 24,LAA,BAL,6,4,0,1,0,0,40,0,0,2,1,2,0,0,0,0,0,0,0,0.27,0.368,0.634,1.001
Shohei Ohtani,08/25/2021,Aug 25,LAA,BAL,4,4,0,0,0,0,40,0,0,0,0,3,0,0,0,0,0,0,0,0.267,0.365,0.628,0.993
Shohei Ohtani,08/26/2021,Aug 26,LAA,BAL,4,2,1,1,0,0,41,1,1,2,0,0,0,0,0,0,0,0,0,0.269,0.368,0.634,1.002
Shohei Ohtani,08/27/2021,Aug 27,LAA,SDP,4,4,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0.365,0.628,0.993
Shohei Ohtani,08/28/2021,Aug 28,LAA,SDP,5,4,2,0,0,0,41,0,0,1,0,2,0,0,0,0,0,1,0,0.264,0.363,0.623,0.986
